,ab,acceptance,id_guest,id_host,id_listing,m_first_message_length,message_length_level,ts_interaction_first,week_of_year,month,day_of_week
3025,0,Control 0,284,3361,1736,248.0,220.0,2013-01-19 20:29:00,3,1,5
9026,1,Treatment 1,6345,2674,420,897.0,875.0,2013-01-19 20:58:00,3,1,5
85,0,Control 1,1773,1697,4255,161.0,220.0,2013-01-20 00:05:00,3,1,6
9027,0,Control 1,2327,1385,1915,480.0,400.0,2013-01-20 00:36:00,3,1,6
8715,1,Treatment 1,3349,2333,1918,150.0,220.0,2013-01-20 02:25:00,3,1,6
86,0,Control 0,4736,1030,2424,115.0,70.0,2013-01-20 02:25:00,3,1,6
8716,0,Control 1,5975,1605,3714,0.0,0.0,2013-01-20 03:22:00,3,1,6
3026,0,Control 1,5390,1131,2481,638.0,625.0,2013-01-20 04:45:00,3,1,6
9028,0,Control 1,8960,556,2593,352.0,400.0,2013-01-20 05:01:00,3,1,6
87,0,Control 0,680,3299,1945,442.0,400.0,2013-01-20 05:42:00,3,1,6
3027,1,Treatment 0,5313,3212,1393,228.0,220.0,2013-01-20 06:46:00,3,1,6
5997,1,Treatment 0,2424,12,1555,358.0,400.0,2013-01-20 09:35:00,3,1,6
8717,0,Control 0,4454,223,396,0.0,0.0,2013-01-20 13:58:00,3,1,6
3028,0,Control 0,4577,599,651,285.0,220.0,2013-01-20 14:46:00,3,1,6
5998,1,Treatment 0,4935,1533,3646,301.0,400.0,2013-01-20 16:33:00,3,1,6
5999,0,Control 1,3040,2239,2429,47.0,70.0,2013-01-20 16:37:00,3,1,6
9029,1,Treatment 0,1394,3488,2953,559.0,625.0,2013-01-20 18:25:00,3,1,6
9030,1,Treatment 0,2685,924,1454,360.0,400.0,2013-01-20 19:43:00,3,1,6
3029,0,Control 1,5004,1609,3504,226.0,220.0,2013-01-20 20:00:00,3,1,6
9031,0,Control 0,7638,921,2381,270.0,220.0,2013-01-20 21:27:00,3,1,6
88,0,Control 0,2890,1776,3672,419.0,400.0,2013-01-20 22:46:00,3,1,6
3030,1,Treatment 0,3219,924,1454,533.0,625.0,2013-01-21 00:04:00,4,1,0
3031,1,Treatment 0,8244,2263,194,184.0,220.0,2013-01-21 00:08:00,4,1,0
9032,1,Treatment 0,3732,2905,3267,258.0,220.0,2013-01-21 00:46:00,4,1,0
9033,0,Control 0,6127,2838,4366,672.0,625.0,2013-01-21 00:54:00,4,1,0
3032,0,Control 0,7204,1335,4404,498.0,400.0,2013-01-21 00:56:00,4,1,0
2708,0,Control 1,6220,799,2395,0.0,0.0,2013-01-21 01:00:00,4,1,0
89,0,Control 0,420,2559,3602,448.0,400.0,2013-01-21 04:01:00,4,1,0
90,0,Control 0,4188,2219,4330,60.0,70.0,2013-01-21 05:19:00,4,1,0
3033,0,Control 0,1553,2838,4366,221.0,220.0,2013-01-21 06:40:00,4,1,0
9034,0,Control 1,5413,2394,4348,248.0,220.0,2013-01-21 07:11:00,4,1,0
6001,1,Treatment 0,3868,1328,1724,329.0,400.0,2013-01-21 07:58:00,4,1,0
9036,0,Control 1,7871,2306,1800,463.0,400.0,2013-01-21 09:37:00,4,1,0
9037,0,Control 1,1819,3298,835,830.0,875.0,2013-01-21 10:24:00,4,1,0
3034,1,Treatment 1,5856,2094,1100,386.0,400.0,2013-01-21 14:51:00,4,1,0
6002,1,Treatment 0,4048,1536,4066,145.0,140.0,2013-01-21 14:58:00,4,1,0
91,1,Treatment 0,898,3321,97,256.0,220.0,2013-01-21 18:13:00,4,1,0
6003,0,Control 1,5710,2456,482,598.0,625.0,2013-01-21 18:59:00,4,1,0
92,1,Treatment 0,2474,230,1620,302.0,400.0,2013-01-21 20:49:00,4,1,0
9038,1,Treatment 0,7130,1359,2505,535.0,625.0,2013-01-21 21:33:00,4,1,0
93,0,Control 0,1534,259,165,84.0,70.0,2013-01-21 21:54:00,4,1,0
9039,1,Treatment 0,2335,2456,482,306.0,400.0,2013-01-21 22:18:00,4,1,0
94,1,Treatment 0,4681,2905,2389,510.0,625.0,2013-01-21 23:52:00,4,1,0
95,0,Control 0,2747,1959,1335,310.0,400.0,2013-01-22 00:24:00,4,1,1
9041,1,Treatment 1,7428,1698,4320,1010.0,1500.0,2013-01-22 02:06:00,4,1,1
3036,0,Control 1,2924,365,1483,1034.0,1500.0,2013-01-22 04:23:00,4,1,1
9042,1,Treatment 0,7947,2001,3236,189.0,220.0,2013-01-22 04:46:00,4,1,1
6004,0,Control 0,8234,468,4150,124.0,70.0,2013-01-22 05:18:00,4,1,1
96,0,Control 0,4987,128,335,136.0,70.0,2013-01-22 07:13:00,4,1,1
6005,1,Treatment 0,3369,2568,1318,557.0,625.0,2013-01-22 11:04:00,4,1,1
6006,0,Control 1,4715,2210,4083,434.0,400.0,2013-01-22 13:45:00,4,1,1
3038,1,Treatment 0,6938,3085,4358,711.0,625.0,2013-01-22 14:56:00,4,1,1
9044,0,Control 0,1902,423,2997,427.0,400.0,2013-01-22 15:05:00,4,1,1
6007,0,Control 0,5557,3007,765,173.0,220.0,2013-01-22 15:20:00,4,1,1
6008,0,Control 0,1877,509,4443,156.0,220.0,2013-01-22 16:03:00,4,1,1
3039,0,Control 0,4121,3137,3298,445.0,400.0,2013-01-22 16:16:00,4,1,1
6009,1,Treatment 0,4661,2614,3631,229.0,220.0,2013-01-22 19:35:00,4,1,1
9045,1,Treatment 0,8904,1853,3032,189.0,220.0,2013-01-22 20:02:00,4,1,1
9046,1,Treatment 0,4889,2026,2450,651.0,625.0,2013-01-22 20:08:00,4,1,1
8719,0,Control 1,1109,52,1791,0.0,0.0,2013-01-22 20:40:00,4,1,1
97,1,Treatment 0,7838,1135,343,260.0,220.0,2013-01-22 21:41:00,4,1,1
9047,1,Treatment 1,3129,1564,4102,593.0,625.0,2013-01-22 21:42:00,4,1,1
6010,0,Control 1,1975,3659,434,516.0,625.0,2013-01-22 22:07:00,4,1,1
9048,1,Treatment 0,8637,278,2988,396.0,400.0,2013-01-22 22:18:00,4,1,1
6011,0,Control 0,2772,2402,2574,216.0,220.0,2013-01-23 00:54:00,4,1,2
6012,1,Treatment 0,6884,2701,3006,175.0,220.0,2013-01-23 01:41:00,4,1,2
9049,0,Control 0,7587,3235,3448,860.0,875.0,2013-01-23 02:56:00,4,1,2
9050,0,Control 0,403,354,3707,373.0,400.0,2013-01-23 03:24:00,4,1,2
9051,0,Control 0,7306,905,3283,240.0,220.0,2013-01-23 04:25:00,4,1,2
9052,1,Treatment 0,5353,1050,3050,302.0,400.0,2013-01-23 04:31:00,4,1,2
6013,1,Treatment 0,2017,2702,4076,415.0,400.0,2013-01-23 05:46:00,4,1,2
3040,0,Control 0,3818,742,56,435.0,400.0,2013-01-23 15:39:00,4,1,2
6015,0,Control 0,2092,1741,2188,61.0,70.0,2013-01-23 18:55:00,4,1,2
2709,0,Control 1,6224,687,2166,0.0,0.0,2013-01-23 18:56:00,4,1,2
2710,0,Control 1,9069,3405,1203,0.0,0.0,2013-01-23 21:10:00,4,1,2
6016,0,Control 0,5831,2126,117,361.0,400.0,2013-01-23 21:13:00,4,1,2
8720,0,Control 1,6946,2180,1231,0.0,0.0,2013-01-23 22:01:00,4,1,2
9054,1,Treatment 0,6630,257,3686,209.0,220.0,2013-01-23 22:02:00,4,1,2
6017,0,Control 0,8346,48,2346,327.0,400.0,2013-01-23 22:44:00,4,1,2
6018,0,Control 0,365,2677,736,518.0,625.0,2013-01-24 00:21:00,4,1,3
98,0,Control 1,694,514,1440,225.0,220.0,2013-01-24 01:48:00,4,1,3
99,1,Treatment 1,584,3626,3722,168.0,220.0,2013-01-24 05:26:00,4,1,3
6019,1,Treatment 1,6077,2799,4401,250.0,220.0,2013-01-24 09:50:00,4,1,3
9055,0,Control 1,394,1605,3714,320.0,400.0,2013-01-24 11:37:00,4,1,3
3042,0,Control 1,3819,279,473,622.0,625.0,2013-01-24 13:21:00,4,1,3
6020,0,Control 0,7620,861,2800,79.0,70.0,2013-01-24 16:24:00,4,1,3
3043,0,Control 0,5522,2951,75,278.0,220.0,2013-01-24 17:17:00,4,1,3
5658,1,Treatment 0,7350,855,208,150.0,220.0,2013-01-24 22:01:00,4,1,3
6021,0,Control 0,3781,2782,1553,142.0,140.0,2013-01-24 23:14:00,4,1,3
3044,0,Control 0,4505,1381,2438,128.0,70.0,2013-01-25 00:39:00,4,1,4
6022,0,Control 1,6824,2073,557,45.0,70.0,2013-01-25 00:56:00,4,1,4
100,1,Treatment 0,3840,2770,4216,434.0,400.0,2013-01-25 01:19:00,4,1,4
101,1,Treatment 0,4177,422,3758,449.0,400.0,2013-01-25 01:36:00,4,1,4
102,0,Control 1,6885,2306,2077,172.0,220.0,2013-01-25 02:21:00,4,1,4
3045,0,Control 0,2896,3513,1652,880.0,875.0,2013-01-25 02:55:00,4,1,4
6023,1,Treatment 0,2105,2253,1449,184.0,220.0,2013-01-25 03:04:00,4,1,4
3046,0,Control 1,6124,3482,3685,498.0,400.0,2013-01-25 05:25:00,4,1,4
6024,1,Treatment 0,3425,2036,2046,290.0,220.0,2013-01-25 05:41:00,4,1,4
6025,0,Control 0,5689,2165,440,396.0,400.0,2013-01-25 05:46:00,4,1,4
3047,0,Control 0,2979,2101,3384,65.0,70.0,2013-01-25 06:40:00,4,1,4
103,1,Treatment 0,2299,2032,142,497.0,400.0,2013-01-25 08:07:00,4,1,4
9056,0,Control 0,7431,2203,4172,552.0,625.0,2013-01-25 11:27:00,4,1,4
9057,0,Control 1,7856,3103,2003,263.0,220.0,2013-01-25 15:22:00,4,1,4
104,0,Control 0,2272,463,4317,722.0,625.0,2013-01-25 15:46:00,4,1,4
6026,1,Treatment 0,6805,1152,1692,398.0,400.0,2013-01-25 17:11:00,4,1,4
6027,1,Treatment 0,8740,732,2176,606.0,625.0,2013-01-25 18:28:00,4,1,4
9058,0,Control 1,8935,2322,1673,276.0,220.0,2013-01-25 19:25:00,4,1,4
3048,0,Control 0,2654,1152,1692,899.0,875.0,2013-01-25 19:39:00,4,1,4
9059,0,Control 0,3466,220,3228,377.0,400.0,2013-01-25 23:34:00,4,1,4
3049,0,Control 0,7449,1919,605,377.0,400.0,2013-01-25 23:52:00,4,1,4
6028,1,Treatment 1,1554,1564,4102,263.0,220.0,2013-01-26 00:39:00,4,1,5
3050,0,Control 0,8902,3053,4421,431.0,400.0,2013-01-26 00:55:00,4,1,5
9060,0,Control 0,5099,2664,2267,245.0,220.0,2013-01-26 02:43:00,4,1,5
6029,1,Treatment 0,535,1045,3901,698.0,625.0,2013-01-26 08:10:00,4,1,5
9061,1,Treatment 0,4740,2466,2902,895.0,875.0,2013-01-26 09:44:00,4,1,5
3051,0,Control 0,6555,2515,3863,771.0,875.0,2013-01-26 10:16:00,4,1,5
9062,0,Control 0,7519,2654,1962,550.0,625.0,2013-01-26 10:20:00,4,1,5
105,0,Control 0,3683,2306,3140,479.0,400.0,2013-01-26 11:29:00,4,1,5
6030,0,Control 0,8905,59,3449,216.0,220.0,2013-01-26 12:19:00,4,1,5
6031,1,Treatment 0,8970,2430,4357,757.0,875.0,2013-01-26 16:08:00,4,1,5
106,0,Control 0,5510,2563,2253,204.0,220.0,2013-01-26 18:03:00,4,1,5
6032,0,Control 0,6583,3080,789,330.0,400.0,2013-01-26 21:02:00,4,1,5
9063,1,Treatment 0,827,1739,2249,346.0,400.0,2013-01-26 21:29:00,4,1,5
3052,0,Control 0,6248,896,4152,267.0,220.0,2013-01-26 22:09:00,4,1,5
3053,0,Control 1,2053,2612,383,185.0,220.0,2013-01-26 22:52:00,4,1,5
9064,0,Control 0,7576,2948,538,213.0,220.0,2013-01-27 02:44:00,4,1,6
6033,0,Control 0,31,2832,1609,235.0,220.0,2013-01-27 03:05:00,4,1,6
107,0,Control 1,8316,1311,1069,266.0,220.0,2013-01-27 09:20:00,4,1,6
108,0,Control 0,8539,1535,3523,532.0,625.0,2013-01-27 11:01:00,4,1,6
9065,1,Treatment 0,5691,2660,3787,542.0,625.0,2013-01-27 11:14:00,4,1,6
3055,0,Control 1,1550,2403,3044,431.0,400.0,2013-01-27 11:45:00,4,1,6
109,0,Control 0,2974,2527,2556,542.0,625.0,2013-01-27 12:17:00,4,1,6
110,1,Treatment 0,1468,52,1075,439.0,400.0,2013-01-27 15:38:00,4,1,6
111,0,Control 0,7333,1931,1178,629.0,625.0,2013-01-27 17:05:00,4,1,6
6034,1,Treatment 0,4474,1614,1408,801.0,875.0,2013-01-27 17:24:00,4,1,6
9067,0,Control 1,3704,430,3336,314.0,400.0,2013-01-27 18:03:00,4,1,6
9068,1,Treatment 0,6051,2566,1147,554.0,625.0,2013-01-27 18:50:00,4,1,6
114,0,Control 1,2252,2671,1966,744.0,625.0,2013-01-27 19:57:00,4,1,6
115,1,Treatment 0,2646,1276,2032,400.0,400.0,2013-01-27 22:59:00,4,1,6
3058,0,Control 0,5241,1494,2632,691.0,625.0,2013-01-28 00:22:00,5,1,0
9069,0,Control 0,6973,1936,1722,175.0,220.0,2013-01-28 01:23:00,5,1,0
6036,0,Control 0,4308,3245,3198,226.0,220.0,2013-01-28 02:11:00,5,1,0
3059,1,Treatment 0,3690,782,804,709.0,625.0,2013-01-28 03:37:00,5,1,0
6037,1,Treatment 0,2782,128,2063,354.0,400.0,2013-01-28 04:05:00,5,1,0
9070,0,Control 0,8654,2948,538,284.0,220.0,2013-01-28 05:00:00,5,1,0
3061,0,Control 0,3788,847,1518,641.0,625.0,2013-01-28 06:36:00,5,1,0
116,1,Treatment 0,3070,367,1712,191.0,220.0,2013-01-28 08:53:00,5,1,0
3062,1,Treatment 1,6756,801,2451,336.0,400.0,2013-01-28 10:58:00,5,1,0
118,1,Treatment 0,753,2551,3110,531.0,625.0,2013-01-28 14:39:00,5,1,0
119,0,Control 1,5309,1725,2485,268.0,220.0,2013-01-28 14:47:00,5,1,0
3063,0,Control 1,8125,2028,1092,229.0,220.0,2013-01-28 17:00:00,5,1,0
9072,0,Control 0,1752,2852,4011,128.0,70.0,2013-01-28 17:23:00,5,1,0
9073,1,Treatment 1,4622,733,2832,166.0,220.0,2013-01-28 17:26:00,5,1,0
120,0,Control 1,7927,1385,3842,666.0,625.0,2013-01-28 17:26:00,5,1,0
6039,0,Control 0,1201,1283,2083,131.0,70.0,2013-01-28 19:32:00,5,1,0
6040,0,Control 1,4568,2215,3427,173.0,220.0,2013-01-28 20:52:00,5,1,0
9074,0,Control 0,7894,2726,3671,487.0,400.0,2013-01-28 22:49:00,5,1,0
122,0,Control 0,1048,1300,1250,168.0,220.0,2013-01-28 22:52:00,5,1,0
3064,1,Treatment 0,5563,2414,3026,504.0,625.0,2013-01-29 02:36:00,5,1,1
6041,1,Treatment 0,7318,2467,260,190.0,220.0,2013-01-29 04:26:00,5,1,1
6042,1,Treatment 0,2893,1412,487,644.0,625.0,2013-01-29 05:00:00,5,1,1
3065,0,Control 0,488,620,17,160.0,220.0,2013-01-29 06:18:00,5,1,1
9075,1,Treatment 0,2128,1135,343,1057.0,1500.0,2013-01-29 07:10:00,5,1,1
9076,1,Treatment 1,6292,2378,3777,232.0,220.0,2013-01-29 08:18:00,5,1,1
9077,1,Treatment 1,5951,931,4368,226.0,220.0,2013-01-29 08:39:00,5,1,1
3066,1,Treatment 1,7329,2069,188,687.0,625.0,2013-01-29 09:38:00,5,1,1
9079,0,Control 0,947,2166,3635,462.0,400.0,2013-01-29 15:00:00,5,1,1
9080,1,Treatment 0,5276,2515,3863,1170.0,1500.0,2013-01-29 17:27:00,5,1,1
123,0,Control 0,5447,1904,3740,237.0,220.0,2013-01-29 17:35:00,5,1,1
6043,0,Control 1,8748,3390,195,242.0,220.0,2013-01-29 18:34:00,5,1,1
124,0,Control 0,5368,2663,3791,200.0,220.0,2013-01-29 19:07:00,5,1,1
125,0,Control 0,4485,2288,472,705.0,625.0,2013-01-29 19:11:00,5,1,1
126,0,Control 0,1608,3053,4421,382.0,400.0,2013-01-29 19:17:00,5,1,1
6044,0,Control 0,875,3343,1572,308.0,400.0,2013-01-29 19:34:00,5,1,1
3067,0,Control 0,1757,1888,3727,247.0,220.0,2013-01-29 20:21:00,5,1,1
127,0,Control 0,3126,52,841,127.0,70.0,2013-01-29 20:44:00,5,1,1
6045,1,Treatment 1,6966,1585,2212,153.0,220.0,2013-01-29 20:52:00,5,1,1
6046,0,Control 0,453,369,930,324.0,400.0,2013-01-29 22:04:00,5,1,1
6047,0,Control 1,1801,733,1030,215.0,220.0,2013-01-29 22:06:00,5,1,1
128,0,Control 0,2002,2429,4306,236.0,220.0,2013-01-29 22:36:00,5,1,1
6048,0,Control 0,3615,3102,570,230.0,220.0,2013-01-29 23:09:00,5,1,1
9081,1,Treatment 0,5340,1407,1929,849.0,875.0,2013-01-29 23:12:00,5,1,1
3068,0,Control 0,3728,1878,829,235.0,220.0,2013-01-29 23:12:00,5,1,1
9082,0,Control 0,4630,1583,2479,516.0,625.0,2013-01-29 23:54:00,5,1,1
129,1,Treatment 0,6714,2905,3780,415.0,400.0,2013-01-30 00:32:00,5,1,2
6049,0,Control 0,1824,1431,1015,477.0,400.0,2013-01-30 00:51:00,5,1,2
2713,0,Control 0,1171,536,4341,0.0,0.0,2013-01-30 03:13:00,5,1,2
6050,0,Control 1,4767,3534,1133,772.0,875.0,2013-01-30 04:06:00,5,1,2
9083,1,Treatment 1,7324,2782,416,765.0,875.0,2013-01-30 04:25:00,5,1,2
130,0,Control 0,7409,2905,4005,387.0,400.0,2013-01-30 05:51:00,5,1,2
9084,0,Control 0,6346,782,804,427.0,400.0,2013-01-30 06:01:00,5,1,2
9085,0,Control 1,2868,1975,1456,542.0,625.0,2013-01-30 06:33:00,5,1,2
6051,1,Treatment 0,7348,1666,500,204.0,220.0,2013-01-30 07:22:00,5,1,2
3070,0,Control 1,8535,1633,4106,149.0,220.0,2013-01-30 08:03:00,5,1,2
9086,1,Treatment 0,8612,1647,1082,356.0,400.0,2013-01-30 08:35:00,5,1,2
131,1,Treatment 0,5837,2059,2402,576.0,625.0,2013-01-30 14:39:00,5,1,2
3071,0,Control 0,1501,3513,1652,240.0,220.0,2013-01-30 16:02:00,5,1,2
9087,1,Treatment 0,6562,3278,928,204.0,220.0,2013-01-30 18:16:00,5,1,2
6052,1,Treatment 1,4893,1311,1069,349.0,400.0,2013-01-30 18:34:00,5,1,2
132,0,Control 0,68,2688,2713,525.0,625.0,2013-01-30 18:42:00,5,1,2
3072,0,Control 0,9017,1618,1772,292.0,220.0,2013-01-30 18:46:00,5,1,2
133,0,Control 1,2692,921,2381,236.0,220.0,2013-01-30 18:51:00,5,1,2
8722,1,Treatment 1,1669,1208,3772,140.0,140.0,2013-01-30 20:33:00,5,1,2
6053,0,Control 0,4791,2948,538,350.0,400.0,2013-01-30 21:04:00,5,1,2
3073,1,Treatment 0,3650,645,338,175.0,220.0,2013-01-30 22:50:00,5,1,2
6054,1,Treatment 0,5483,709,2116,684.0,625.0,2013-01-30 23:46:00,5,1,2
9088,0,Control 0,2930,2306,2077,174.0,220.0,2013-01-31 00:55:00,5,1,3
2712,0,Control 0,8394,2263,1210,0.0,0.0,2013-01-31 00:57:00,5,1,3
134,1,Treatment 0,7012,3274,3188,384.0,400.0,2013-01-31 02:07:00,5,1,3
9089,1,Treatment 1,8879,44,2274,258.0,220.0,2013-01-31 06:46:00,5,1,3
6055,0,Control 0,4165,1564,4102,197.0,220.0,2013-01-31 08:58:00,5,1,3
6056,0,Control 1,7281,2322,2409,524.0,625.0,2013-01-31 10:36:00,5,1,3
3076,1,Treatment 0,6876,1251,2033,285.0,220.0,2013-01-31 12:00:00,5,1,3
3077,1,Treatment 1,8458,2139,437,244.0,220.0,2013-01-31 14:52:00,5,1,3
6057,0,Control 0,8614,673,3944,133.0,70.0,2013-01-31 15:53:00,5,1,3
6058,1,Treatment 0,2601,2059,2616,321.0,400.0,2013-01-31 16:18:00,5,1,3
2715,0,Control 1,3874,2442,3821,0.0,0.0,2013-01-31 18:37:00,5,1,3
135,1,Treatment 1,6151,2612,383,332.0,400.0,2013-01-31 19:10:00,5,1,3
6059,0,Control 0,8328,2075,2064,241.0,220.0,2013-01-31 19:34:00,5,1,3
8723,0,Control 0,920,3139,3943,0.0,0.0,2013-01-31 20:09:00,5,1,3
6061,0,Control 1,6591,72,249,159.0,220.0,2013-01-31 21:31:00,5,1,3
6062,1,Treatment 1,1480,49,1000,239.0,220.0,2013-01-31 23:18:00,5,1,3
9091,1,Treatment 0,8112,1861,4201,672.0,625.0,2013-02-01 00:13:00,5,2,4
136,0,Control 0,2748,2182,1802,355.0,400.0,2013-02-01 01:08:00,5,2,4
9092,1,Treatment 0,8158,1050,3050,469.0,400.0,2013-02-01 03:27:00,5,2,4
3078,0,Control 0,3401,1153,402,504.0,625.0,2013-02-01 04:02:00,5,2,4
3079,0,Control 0,3296,430,4235,365.0,400.0,2013-02-01 07:04:00,5,2,4
9093,0,Control 0,8177,2413,2977,567.0,625.0,2013-02-01 09:39:00,5,2,4
137,1,Treatment 1,4221,2021,548,306.0,400.0,2013-02-01 11:59:00,5,2,4
3080,1,Treatment 0,5290,2663,3791,249.0,220.0,2013-02-01 12:49:00,5,2,4
3081,0,Control 0,8060,3143,1898,622.0,625.0,2013-02-01 18:25:00,5,2,4
9095,0,Control 0,8849,3596,4425,245.0,220.0,2013-02-01 19:34:00,5,2,4
6063,1,Treatment 1,8784,533,3719,208.0,220.0,2013-02-01 21:02:00,5,2,4
6064,1,Treatment 0,7268,2445,2068,195.0,220.0,2013-02-01 21:38:00,5,2,4
9096,1,Treatment 0,4004,3021,1610,542.0,625.0,2013-02-01 22:46:00,5,2,4
6065,1,Treatment 1,22,179,701,277.0,220.0,2013-02-02 00:25:00,5,2,5
9097,1,Treatment 1,2023,735,3851,260.0,220.0,2013-02-02 00:42:00,5,2,5
6066,0,Control 0,4436,142,2275,443.0,400.0,2013-02-02 02:06:00,5,2,5
6067,0,Control 0,5162,984,1618,318.0,400.0,2013-02-02 02:39:00,5,2,5
9098,1,Treatment 0,7177,2069,188,218.0,220.0,2013-02-02 03:44:00,5,2,5
138,0,Control 0,3222,2523,1965,58.0,70.0,2013-02-02 06:11:00,5,2,5
3082,1,Treatment 0,1430,1683,716,150.0,220.0,2013-02-02 06:35:00,5,2,5
3083,1,Treatment 0,33,3405,1203,378.0,400.0,2013-02-02 12:07:00,5,2,5
3084,0,Control 0,7905,1675,1960,127.0,70.0,2013-02-02 13:48:00,5,2,5
6068,0,Control 0,2824,672,191,1244.0,1500.0,2013-02-02 14:28:00,5,2,5
3085,1,Treatment 1,533,2838,4366,241.0,220.0,2013-02-02 15:27:00,5,2,5
9099,0,Control 0,7993,1959,1335,262.0,220.0,2013-02-02 17:33:00,5,2,5
9100,1,Treatment 0,4423,1824,4181,305.0,400.0,2013-02-02 17:49:00,5,2,5
9101,0,Control 1,5339,2375,4027,197.0,220.0,2013-02-02 18:54:00,5,2,5
5659,0,Control 1,1115,551,897,0.0,0.0,2013-02-02 19:09:00,5,2,5
9102,1,Treatment 0,573,1046,2823,577.0,625.0,2013-02-02 19:20:00,5,2,5
9103,1,Treatment 0,8814,1844,3020,314.0,400.0,2013-02-02 20:19:00,5,2,5
3086,0,Control 0,2689,624,4100,168.0,220.0,2013-02-02 20:54:00,5,2,5
140,1,Treatment 0,6992,3375,3734,543.0,625.0,2013-02-02 21:25:00,5,2,5
9104,0,Control 0,6626,2963,3347,300.0,220.0,2013-02-02 21:26:00,5,2,5
8725,1,Treatment 1,5347,2774,3405,150.0,220.0,2013-02-02 21:51:00,5,2,5
3087,1,Treatment 0,1526,142,1387,386.0,400.0,2013-02-03 00:29:00,5,2,6
3088,1,Treatment 0,1867,652,3124,254.0,220.0,2013-02-03 00:35:00,5,2,6
9105,0,Control 0,2011,3471,3651,599.0,625.0,2013-02-03 02:57:00,5,2,6
6069,0,Control 0,3198,3594,4263,100.0,70.0,2013-02-03 03:54:00,5,2,6
3089,1,Treatment 0,5442,970,2990,689.0,625.0,2013-02-03 04:28:00,5,2,6
3090,1,Treatment 0,2279,1959,1335,400.0,400.0,2013-02-03 04:48:00,5,2,6
6070,1,Treatment 0,1413,3660,642,387.0,400.0,2013-02-03 07:10:00,5,2,6
6071,1,Treatment 1,3453,1738,3516,306.0,400.0,2013-02-03 08:00:00,5,2,6
141,0,Control 0,3589,2765,255,84.0,70.0,2013-02-03 08:23:00,5,2,6
9106,1,Treatment 0,1606,1977,2622,503.0,625.0,2013-02-03 09:28:00,5,2,6
3091,0,Control 0,2573,2496,2881,120.0,70.0,2013-02-03 14:13:00,5,2,6
2717,0,Control 1,8688,982,1382,0.0,0.0,2013-02-03 16:04:00,5,2,6
9108,0,Control 1,3169,1808,825,332.0,400.0,2013-02-03 17:11:00,5,2,6
3092,1,Treatment 1,3567,429,543,197.0,220.0,2013-02-03 17:12:00,5,2,6
3094,1,Treatment 0,276,1741,2188,318.0,400.0,2013-02-03 17:39:00,5,2,6
9109,1,Treatment 0,1926,549,3618,662.0,625.0,2013-02-03 19:41:00,5,2,6
6072,1,Treatment 0,4529,2408,2890,785.0,875.0,2013-02-03 22:55:00,5,2,6
6073,1,Treatment 0,5048,430,3336,525.0,625.0,2013-02-04 01:28:00,6,2,0
142,1,Treatment 0,7884,1677,3287,368.0,400.0,2013-02-04 04:42:00,6,2,0
3095,0,Control 0,8159,1701,3712,178.0,220.0,2013-02-04 05:02:00,6,2,0
3096,1,Treatment 0,3132,3496,2732,333.0,400.0,2013-02-04 08:57:00,6,2,0
143,0,Control 1,2836,2774,3405,179.0,220.0,2013-02-04 09:31:00,6,2,0
3097,1,Treatment 0,8364,3002,4096,1032.0,1500.0,2013-02-04 10:08:00,6,2,0
6074,0,Control 0,6044,2819,2361,374.0,400.0,2013-02-04 16:07:00,6,2,0
144,1,Treatment 0,2635,2654,1962,272.0,220.0,2013-02-04 19:13:00,6,2,0
9110,0,Control 0,616,1714,2611,343.0,400.0,2013-02-04 20:41:00,6,2,0
5660,1,Treatment 1,7689,2794,2154,140.0,140.0,2013-02-04 22:14:00,6,2,0
6075,1,Treatment 1,759,2322,3141,311.0,400.0,2013-02-04 22:51:00,6,2,0
145,1,Treatment 1,8606,1021,4336,404.0,400.0,2013-02-04 23:11:00,6,2,0
3099,0,Control 1,3899,2052,2848,88.0,70.0,2013-02-04 23:16:00,6,2,0
146,0,Control 0,3278,1519,1606,548.0,625.0,2013-02-04 23:26:00,6,2,0
9111,1,Treatment 0,2063,3143,1898,289.0,220.0,2013-02-04 23:50:00,6,2,0
9112,0,Control 0,4363,931,4368,372.0,400.0,2013-02-05 00:55:00,6,2,1
6076,1,Treatment 0,3383,463,4317,254.0,220.0,2013-02-05 01:03:00,6,2,1
9113,1,Treatment 1,5281,18,809,323.0,400.0,2013-02-05 02:53:00,6,2,1
147,0,Control 0,5787,1075,903,150.0,220.0,2013-02-05 06:25:00,6,2,1
6077,0,Control 1,4506,1887,2169,363.0,400.0,2013-02-05 07:07:00,6,2,1
6078,1,Treatment 1,6036,1872,3305,430.0,400.0,2013-02-05 15:59:00,6,2,1
3100,1,Treatment 1,4763,259,165,178.0,220.0,2013-02-05 16:20:00,6,2,1
148,1,Treatment 1,3166,3235,3448,140.0,140.0,2013-02-05 16:43:00,6,2,1
2718,0,Control 1,4904,3486,2741,0.0,0.0,2013-02-05 17:11:00,6,2,1
8726,0,Control 0,3907,472,1016,0.0,0.0,2013-02-05 17:20:00,6,2,1
9116,1,Treatment 1,333,1485,3877,325.0,400.0,2013-02-05 17:31:00,6,2,1
149,0,Control 0,555,1473,3632,190.0,220.0,2013-02-05 19:31:00,6,2,1
9117,1,Treatment 1,8530,1626,2220,418.0,400.0,2013-02-05 20:26:00,6,2,1
9118,0,Control 1,866,924,1454,13.0,70.0,2013-02-05 20:37:00,6,2,1
